DimV_SK,violation,violdesc,violdttm,violstatus,statusdate,result,resultdttm,comments
100256,590.004/4-601.11-PF,(A) Equipment  Food-Contact Surfaces  Nonfood-Contact Surfaces  and Utensils (Pf),2021-10-21 11:50:55,Fail,,HE_Fail,2021-10-21 11:50:55,Observed juice machines soiled with spills. Discussed with PIC to clean and sanitize equipment.
100257,590.004/4-602.11-C,Equipment Food-Contact Surfaces and Utensils-Frequency (C),2019-08-08 12:33:45,Fail,,HE_Fail,2019-08-08 12:33:45,Clean interior top of microwave oven in prep area.
100258,590.004/4-602.11-P,Equipment Food-Contact Surfaces and Utensils-Frequency (P),2020-11-06 12:54:25,Fail,,HE_Fail,2020-11-06 12:54:25,Several cutting board surfaces are visibly compromised with lacerations  clean to remove or discard
100259,590.004/4-602.12-C,Cooking and Baking Equipment (C),2019-10-24 11:01:26,Fail,,HE_Fail,2019-10-24 11:01:26,Clean all large cooking pots  kettles and pans from an accumulation of visible soils
100260,590.004/4-602.13-C,Nonfood Contact Surfaces (C),2021-05-12 14:57:42,Fail,,HE_Fail,2021-05-12 14:57:42,Observed soil in upright freezer. Clean to remove
100261,590.004/4-603.11-C,Dry Cleaning-Methods (C),2021-12-03 11:50:14,Fail,,HE_Fail,2021-12-03 11:50:14,"Numerous areas throughout establishment with encrusted soils and food residues including but no limited to: Shelving along front service area Storage shelving for products Floors throughout including under and behind equipment Stairs to exterior door at "
100262,590.004/4-603.12-C,Preclearing (C),2020-02-04 13:03:36,Fail,,HE_Fail,2020-02-04 13:03:36,Three compartment Wash and risne Bay filled with soiled cookware Remove
100263,590.004/4-603.13-C,Loading of Soiled Items  Warewashing Machines (C),2019-07-26 11:47:29,Fail,,HE_Filed,2019-07-26 11:47:29,Clean storage shelving to remove soils.
100264,590.004/4-603.14-C,Wet Cleaning (C),2021-10-20 15:00:15,Fail,,HE_Fail,2021-10-20 15:00:15,Wash sink was not filled with soapy water in order to immerse the equipment. Review proper warewashing - wash rinse sanitize in filled compartments.
100265,590.004/4-603.15-C,Washing  Procedures for Alternative Manual Warewashing Equipment (C),2019-09-24 13:44:45,Fail,,HE_Fail,2019-09-24 13:44:45,Pot observed being washed and rinsed inside of the rinse bay of the 3 compartment sink. Disocntinue and ensure all staff have been proeprly trained on how to wash rinse and sanitize al equipment.
100266,590.004/4-603.16-C,Rinsing Procedures (C),2021-03-03 14:24:42,Fail,,HE_Fail,2021-03-03 14:24:42,Setup rinse water in three compartment sink.
100267,590.004/4-702.11-P,Before Use After Cleaning (P),2019-09-19 13:28:30,Fail,,HE_Fail,2019-09-19 13:28:30,Ice cream scoop observed being washed in preparation sink then placed back out for use in serving. Discontinue and ensure dish machine is being used to properly wash rinse and sanitize equipment and utensils.
100268,590.004/4-703.11-P,Hot Water and Chemical-Methods (P),2019-12-31 10:46:17,Fail,,HE_Fail,2019-12-31 10:46:17,2 bay sink in basement using a chlorine sanitzer / Discontinue and provide a detergent no rinse sanitizer in both bays to properly wash and sanitize in a 2 bay sink.
100269,590.004/4-801.11-C,Clean Linens (C),2019-09-19 11:29:38,Fail,,HE_Fail,2019-09-19 11:29:38,Some of the white wiping cloths are old and gray.  Remove stained cloths and provide new ones (owner corrected on site)
100270,590.004/4-802.11-C,Specifications-Laundering Frequency (C),2019-11-20 14:03:41,Fail,,HE_Fail,2019-11-20 14:03:41,Soiled linens strewn about the basement floors.  Soiled rags stored in overflowing plastic bag in kitchen / Provide a separate laundry basket for soiled linens and launder on a regular schedule.
100271,590.004/4-803.11-C,Storage of Soiled Linens (C),2019-10-24 11:01:26,Fail,,HE_Fail,2019-10-24 11:01:26,Keep all soiled linen in a closed container / bag and keep elevated off the floor and way from foods and clean areas
100272,590.004/4-803.12-C,Mechanical Washing (C),2021-11-09 14:28:37,Fail,,HE_Fail,2021-11-09 14:28:37,Wash gauge not working
100273,590.004/4-901.11-C,Equipment and Utensils  Air-Drying Required (C),2021-02-16 15:27:34,Fail,,HE_Fail,2021-02-16 15:27:34,Equipment is stacked after sanitizing prior to air drying-
100274,590.004/4-901.12-C,Wiping Cloths  Air Drying Location (C),2021-01-27 13:05:19,Fail,,HE_Fail,2021-01-27 13:05:19,Discontinue discarding soiled wiping cloths on the floor. store as discussed to reduce potential contamination
100275,590.004/4-902.12-C,Equipment-Lubricating and Reassembling (C),2019-11-21 17:47:04,Fail,,HE_Fail,2019-11-21 17:47:04,Specific piece of equipment used  for pasta and pastry ( table top) -PIC unfamiliar with manufacturers cleaning and sanitizjng specifications  address as discussed
100276,590.004/4-903.11-C,(A) and (C) Equipment  Utensils  Linens and Single-Service and Single-Use Articles-Storing (C),2019-12-17 12:03:20,Fail,,HE_Fail,2019-12-17 12:03:20,Observed single service items stored on the floor at the office area  lower level.  Elevate properly.
100277,590.004/4-903.11-C1,(A)  (B) and (D) Equipment  Utensils  Linens and Single-Service and Single-Use Articles Storing (C),2019-08-08 12:33:45,Fail,,HE_Fail,2019-08-08 12:33:45,Pizza oven - Replace cardboard pizza tray storage box.
100278,590.004/4-903.12-C,Prohibitions (C),2022-02-16 12:08:00,Fail,,HE_Fail,2022-02-16 12:08:00,Pizza boxes stored in basement with moist conditions and standing water   open floors walls and ceilings. Remove. Relocate to protected areas.
100279,590.004/4-903.12-C1,Prohibitions (C),2020-02-14 10:55:30,Fail,,HE_Fail,2020-02-14 10:55:30,Knife observed being stored in between cooler and preparation table. Discontinue and store all knives in a clean and protected area.
100280,590.004/4-904.11-C,Kitchenware and Tableware-Preventing Contamination (C),2022-01-05 11:54:14,Fail,,HE_Fail,2022-01-05 11:54:14,Several trays stored on the floor near the stairs going to lower level. Elevate properly.
100281,590.004/4-904.11-C1,Kitchenware and Tableware-Preventing Contamination (C),2021-12-20 11:25:11,Fail,,HE_Filed,2021-12-20 11:25:11,Plastic forks with lip contact surface exposed. Store to present handle.
100282,590.004/4-904.12-C,Soiled and Clean Tableware (C),2022-01-26 14:50:31,Fail,,HE_Fail,2022-01-26 14:50:31,Ensure all soiled aprons and rags are kept elevated off the floors and placed in a container with a lid or a laundry bag to reduce potential contamination
100283,590.004/4-904.13-C,Preset Tableware (C),2020-07-01 15:20:11,Fail,,HE_Fail,2020-07-01 15:20:11,Discontinue presetting tables in the dining area to reduce potential contamination
100284,590.004/4-904.14-C,Rinsing Equipment and Utensils after Cleaning and Sanitizing (C),2019-11-20 12:44:08,Fail,,HE_Fail,2019-11-20 12:44:08,Clean dishes stagnant and piled on top of one another not properly air drying - rinse and air dry as discussed
100285,590.005(A)/5-101.13-P,Bottled Drinking Water (P),2021-09-20 13:17:26,Fail,,HE_Fail,2021-09-20 13:17:26,B ottles waters and iced coffees put for retail sale - labels are homemade -no wholesale receipts - discontinue selling these products until you can provide a proper wholesale receipts - facility does not have a manafacturing license on site
100286,590.005(B)/5-102.11-P,Standards-Quality (P),2020-09-11 12:52:22,Fail,,HE_Fail,2020-09-11 12:52:22,Rotten cabbage heads in the walk in downstairs  rotten red onions and some uncovered cheese with visible mold growth  discarded immediately
100287,590.005/5-101.12-P,System Flushing and Disinfection (P),2020-03-05 10:12:21,Pass,2020-03-05 15:39:38,HE_Pass,2020-03-05 10:12:21,properly flush and clean all coffee units  handsinks  ice machines dishmachines  vegetable spray and filters before use
100288,590.005/5-103.11-PF,Capacity-Quantity and Availability (Pf),2020-03-17 13:26:34,Pass,2020-03-18 08:53:00,HE_Pass,2020-03-17 13:26:34,At the time of the inspection hand sinks in the main kitchen area were unable to produce hot water. Hot water in the restrooms was sufficient. Address and ensure hot water is sufficient throughout all business hours.
100289,590.005/5-103.12-PF,Pressure (Pf),2020-08-21 14:53:44,Fail,,HE_Fail,2020-08-21 14:53:44,Cold water at hand sink on cooking line leaking. PIC stated that plumber has come out and is getting a part to repair.
100290,590.005/5-201.11-P,Approved-Materials (P),2019-07-24 12:53:13,Fail,,HE_Fail,2019-07-24 12:53:13,Prep table and extensive prep activity at the lower level  but no prep sink. Per PIC hand sink used to wash some food items.  Provide a prep sink.
100291,590.005/5-202.11-C,Approved System and Cleanable Fixtures (C),2020-07-31 11:00:34,Fail,,HE_Fail,2020-07-31 11:00:34,There is duct tape wrapped around the faucets at the handsink in the bathroom.  Provide a cleanable surface.
100292,590.005/5-202.11-P,Approved System and Cleanable Fixtures (P),2019-12-17 12:03:20,Fail,,HE_Fail,2019-12-17 12:03:20,Observed open drain pipe at lower level  draining in metal tray.  Provide proper insallation from a licensed plumber.
100293,590.005/5-202.12-C,Handwashing Sinks  Installation (C),2021-05-24 11:49:00,Fail,,HE_Fail,2021-05-24 11:49:00,No paper towels at hand sink  supply. Corrected on site
100294,590.005/5-202.12-PF,Handwashing Sinks  Installation (Pf),2020-01-03 11:01:34,Fail,,HE_Fail,2020-01-03 11:01:34,The sink in the back prep area has hot water but the cold is not working.  Repair (employees observed washing their hands with hot water)
100295,590.005/5-202.13-P,Backflow Prevention  Air Gap (P),2020-07-07 12:53:19,Fail,,HE_Fail,2020-07-07 12:53:19,3 bay sink/provide prper backflow preventor to silver hose
100296,590.005/5-202.14-P,Backflow Prevention Device  Design Standard (P),2020-07-21 07:53:11,Fail,,HE_Fail,2020-07-21 07:53:11,provide backflow preventor to hose in basement
100297,590.005/5-202.15-C,Conditioning Device  Design (C),2019-08-12 13:54:59,Fail,,HE_Fail,2019-08-12 13:54:59,Single bay sink in the basement area not draining properly. Address and make any necessary repairs. Pipe under the second single bay sink is leaking. Address and make any necessary repairs. Faucet at the 3 bay sink is leaking. Address and make any necess
100298,590.005/5-203.11-PF,Handwashing Sinks-Numbers and Capacities (Pf),2019-12-16 08:56:34,Fail,,HE_Fail,2019-12-16 08:56:34,One hand sink in ware washing area - No hand sink in side prep and front prep - Owner applied for a variance
100299,590.005/5-203.12-C,Toilets and Urinals (C),2020-06-08 12:10:10,Fail,,HE_Fail,2020-06-08 12:10:10,Water closet missing cover. Provide.
100300,590.005/5-203.13-C,Service Sink (C),2019-10-08 12:05:12,Fail,,HE_Fail,2019-10-08 12:05:12,provide a mop sink.
100301,590.005/5-203.14-P,Backflow Prevention Device  When Required (P),2022-01-24 10:54:32,Fail,,HE_Fail,2022-01-24 10:54:32,Ice cream mixing machine drain is plumbed into a handsink waste drain with not air gap or backflow prevention.
100302,590.005/5-204.11-PF,Handwashing Sinks-Location and Placement (Pf),2020-03-12 12:21:15,Fail,,HE_Fail,2020-03-12 12:21:15,In the kitchen  remove trash barrel stored in front of the hand sink.
100303,590.005/5-204.12-C,Backflow Prevention Device  Location (C),2019-12-24 10:59:11,Fail,,HE_Fail,2019-12-24 10:59:11,Backflow draining onto drain board on wash side of three bay sink. This will be checked with Plumbing Dept. at 1010 Mass Ave. and you will be called with results.
100304,590.005/5-205.11-PF,Using a Handwashing Sink-Operation and Maintenance (Pf),2021-10-21 11:50:55,Fail,,HE_Fail,2021-10-21 11:50:55,Observed wiping towels stored in front handsink. Discussed with PIC to maintain all handsinks clear and accessible for handwashing only. PIC corrected on site
100305,590.005/5-205.12-PF,Prohibiting a Cross Connection (Pf),2020-11-23 11:58:46,Pass,2020-11-24 07:56:02,HE_FailExt,2020-11-23 11:58:46,Dip well not draining. Potable water spout submerged in water with floating clumps.- Repair to provide proper air gap.
100306,590.005/5-205.15-C,System Maintained in Good Repair (C),2020-03-18 11:55:06,Fail,,HE_Fail,2020-03-18 11:55:06,repair rear restroom toilet to remove odors remove water purifier from front handsink
100307,590.005/5-205.15-P,System Maintained in Good Repair (P),2022-01-28 10:52:14,Pass,2022-01-28 11:17:59,HE_FailExt,2022-01-28 10:52:14,Water has been shut off to the establishment basement kitchen drains observed clogged water leaking through the ceiling.Repair all necessary locations unclog all drains. Provide licensed plumbers report to the Health Division.
100308,590.005/5-302.11-C,Enclosed System  Sloped to Drain (C),2020-02-19 11:24:56,Fail,,HE_Fail,2020-02-19 11:24:56,Provide an enclosure around the mop sin located in the dish room
100309,590.005/5-304.12-C,Using a Pump and Hoses  Backflow Prevention (C),2020-07-24 17:22:09,Fail,,HE_Filed,2020-07-24 17:22:09,Ensure floor pump is properly cleaned and sanitized - remove all visible soils and debris as discussed during inspection in the basement area of the facility
100310,590.005/5-401.11-C,Capacity and Drainage (C),2021-10-01 13:56:15,Fail,,HE_Fail,2021-10-01 13:56:15,Container alongside the woks that is collecting the oils and waste water when rinsing the cooking area is visibly soiled with heavy grease and grime  cleaning utensils used to scrape the bottom of the woks are being stored inside this waste remove and re
100311,590.005/5-402.11-P,Backflow Prevention (P),2020-07-29 12:47:32,Fail,,HE_Fail,2020-07-29 12:47:32,black hose at 3 bay sink/provide backflow preventor
100312,590.005/5-402.12-C,Grease Trap(C),2020-11-04 20:35:23,Fail,,HE_Fail,2020-11-04 20:35:23,Clean to remove visible grease deposits
100313,590.005/5-402.13-P,Conveying Sewage (P),2022-01-06 12:26:16,Fail,,HE_Fail,2022-01-06 12:26:16,Strong odors of raw sewage - Sewer injector pump located in prep area
100314,590.005/5-402.15-C,Flushing a Waste Retention Tank (C),2020-03-06 12:57:20,Fail,,HE_Fail,2020-03-06 12:57:20,Oil waste container  for oil recycling  soile with grease on top and around bottom. Clean properly area around and the container itself (using professional cleaning company). Provide invoices as evidence.
100315,590.005/5-403.12-C,Other Liquid Wastes and Rainwater (C),2022-02-16 12:08:00,Fail,,HE_Fail,2022-02-16 12:08:00,Standing water on floor on both sides of basement with cinder blocks and plastic pallets in place to serve as a clearance for water and walking surface. Clean and sanitize all affected areas. Determine source of groundwater and make all necessary repairs
100316,590.005/5-501.11-C,Outdoor Storage Surface (C),2021-06-30 11:28:45,Fail,,HE_Fail,2021-06-30 11:28:45,clean grounds around the dumpsters and oil storage containers. Remove all loose debris.
100317,590.005/5-501.110-C,Storage Refuse  Recyclables and Returnable (C),2021-12-01 12:06:31,Fail,,HE_Fail,2021-12-01 12:06:31,Grease barrel inside establishment in back of kitchen has no cover. Provide.
100318,590.005/5-501.111-C,Area  Enclosures and Receptacles  Good Repair (C),2019-09-06 11:19:10,Fail,,HE_Fail,2019-09-06 11:19:10,Clean outside trash storage area of bucket of standing water  trash  debri and buildup.
100319,590.005/5-501.112-C,Outside Storage Prohibitions (C),2021-12-21 10:34:33,Fail,,HE_Fail,2021-12-21 10:34:33,Remove all unuse and unnecessary articles - Outside area
100320,590.005/5-501.113-C,Covering Receptacles (C),2019-11-20 10:43:32,Fail,,HE_Fail,2019-11-20 10:43:32,no cover receptacle in restroom  provide.
100321,590.005/5-501.114-C,Using Drain Plugs (C),2022-02-10 11:37:23,Fail,,HE_Fail,2022-02-10 11:37:23,Provide working drain plugs for each bay of 3 bay sink
100322,590.005/5-501.115-C,Maintaining Refuse Areas and Enclosures (C),2020-07-10 10:05:10,Fail,,HE_Fail,2020-07-10 10:05:10,Grill and old refrigerator in outide area. Remove.
100323,590.005/5-501.116-C,Cleaning Receptacles (C),2022-02-16 12:08:00,Fail,,HE_Fail,2022-02-16 12:08:00,Waste oil container with caked on soils. Clean to remove or contact company for replacement container.
100324,590.005/5-501.12-C,Outdoor Enclosure (C),2019-12-02 14:55:29,Fail,,HE_Fail,2019-12-02 14:55:29,Replace broken door sweep on the rear delivery door
100325,590.005/5-501.13-C,Receptacles (C),2021-08-23 12:30:31,Fail,,HE_Fail,2021-08-23 12:30:31,In the trash storage area  keep barrels closed at all times. Provide more barrels or more trash pickups to ensure trash totes are always closed.
100326,590.005/5-501.15-C,Outside Receptacles (C),2019-10-24 11:01:26,Fail,,HE_Fail,2019-10-24 11:01:26,Ensure tight fitting lids on all trash receptacles
100327,590.005/5-501.16-C,Storage Areas  Rooms and Receptacles  Capacity and Availability (C),2021-09-24 13:32:12,Fail,,HE_Fail,2021-09-24 13:32:12,Keep area clean and clear from clutter and debris
100328,590.005/5-501.17-C,Toilet Room Receptacle  Covered (C),2020-03-18 11:55:06,Fail,,HE_Fail,2020-03-18 11:55:06,rear restroom/provide covered waste receptacle
100329,590.005/5-501.18-C,Cleaning Implements and Supplies (C),2020-09-08 14:39:10,Fail,,HE_Fail,2020-09-08 14:39:10,Mops  brooms etc are not stored 6 inches above the ground on rack or hook - Mop sink closet
100330,590.005/5-502.11-C,Frequency-Removal (C),2020-07-10 10:05:10,Fail,,HE_Fail,2020-07-10 10:05:10,Dumpster overflowing with trash and doors open. Remove. No site cleanliness license. Provide. Application provided to owner.
100331,590.005/5-502.12-C,Receptacles or Vehicles (C),2019-11-25 13:24:54,Fail,,HE_FailExt,2019-11-25 13:24:54,Provide documentation for removal of grease waste from establishment
100332,590.005/5-503.11-C,Community or Individual Facility (C),2021-04-12 14:14:40,Fail,,HE_Fail,2021-04-12 14:14:40,"Observed customers [ non employees ] changing their clothing and what appears to be bathing inside the men's room - been an on going concern in the store although management has made positive attempts at resolving the issue. Manager stated that they nhav"
100333,590.006/6-101.11-C,Surface Characteristics-Indoor Areas (C),2020-11-05 19:30:19,Fail,,HE_Fail,2020-11-05 19:30:19,basement/resurface worn floor
100334,590.006/6-102.11-C,Surface Characteristics-Outdoor Areas (C),2019-07-17 08:17:11,Fail,,HE_Fail,2019-07-17 08:17:11,1) Hood vents with carbon build up & grease build up  Clean to remove  1) Floor in basement with pooling water from condenser  clean to remove
100335,590.006/6-201.11-C,Floors  Walls and Ceilings-Cleanability (C),2021-05-07 11:17:07,Fail,,HE_Fail,2021-05-07 11:17:07,Provide finshed ceiling over the coffee bar location. Ceiling to be smooth/durable/cleanable  Spoke to Assistant Commissioner Dan Prendergast. Pictures have been submitted to the Health Division of the ceiling location over the coffee bar for review. The
100336,590.006/6-201.12-C,Floors  Walls  and Ceilings  Utility Lines (C),2021-11-03 10:47:15,Fail,,HE_Filed,2021-11-03 10:47:15,The ceiling is an exposed ceiling.  Provide a cleanable surface (will talk to heatlh department supervisors about the ceiling)
100337,590.006/6-201.13-C,Floor and Wall Junctures  Coved  and Enclosed or Sealed (C),2021-03-03 12:54:07,Fail,,HE_Fail,2021-03-03 12:54:07,Floor at lower level with gaps. Paint to seal   or repair.
100338,590.006/6-201.14-C,Floor Carpeting  Restrictions and Installation (C),2021-09-10 10:43:33,Fail,,HE_Filed,2021-09-10 10:43:33,Observed carpet on floors in walk in / freezer unit. Remove and maintain floors smooth  clean and durable
100339,590.006/6-201.15-C,Floor Covering  Mats and Duckboards (C),2021-03-30 12:10:49,Fail,,HE_Filed,2021-03-30 12:10:49,Remove absorbant cardboard from floors
100340,590.006/6-201.16-C,Wall and Ceiling Coverings and Coatings (C),2021-01-28 14:32:05,Fail,,HE_Filed,2021-01-28 14:32:05,Several areas of the inside of the refrigerated walk-in appear rusted from condensation - resurface the pole / beam in front of the freezer door - cover the rusted pipe above the freezer door as discussed - resurface the inside of the refrigerated walk-i
100341,590.006/6-201.17-C,Walls and Ceilings  Attachments (C),2020-11-04 20:35:23,Fail,,HE_Fail,2020-11-04 20:35:23,Ensure a clean smooth durable and non absorbant surface is on the ceiling areas above clean pots  pans and utensils shelving units in the basement
100342,590.006/6-201.18-C,Walls and Ceilings  Studs  Joists  and Rafters (C),2019-08-12 13:54:59,Fail,,HE_Fail,2019-08-12 13:54:59,Portion of ceiling in the basement area missing and with exposed pipes. Replace all missing sheet rock.
100343,590.006/6-202.11-C,Light Bulbs  Protective Shielding (C),2020-03-18 11:55:06,Fail,,HE_Fail,2020-03-18 11:55:06,rear storage room and front service line/provide proper light shields
100344,590.006/6-202.110-C,Outdoor refuse Areas  Curbed and Graded to Drain (C),2021-12-22 13:55:34,Fail,,HE_Fail,2021-12-22 13:55:34,""
100345,590.006/6-202.111-P,Private Homes and Living or Sleeping Quarters  Use Prohibition (P),2021-10-13 10:51:09,Fail,,HE_Fail,2021-10-13 10:51:09,Remove two couches and pillows in basment storage area.
100346,590.006/6-202.112-C,Living or Sleeping Quarters  Separation (C),2019-10-15 18:26:09,Fail,,HE_Fail,2019-10-15 18:26:09,Fold up cots and beds in the basement with sheets and blankets  discontinue practices
100347,590.006/6-202.12-C,Heating  Ventilation  Air Conditioning System Vents (C),2021-06-16 11:16:26,Fail,,HE_Fail,2021-06-16 11:16:26,repair vent. system in restroom.
100348,590.006/6-202.13-C,Insect Control Devices  Design and Installation (C),2021-11-24 12:03:44,Fail,,HE_Fail,2021-11-24 12:03:44,There are dead cockroaches on traps in basement.  Remove and provide updated pest reports.
100349,590.006/6-202.14-C,Toilet Rooms  Enclosed (C),2020-09-25 12:47:12,Fail,,HE_Fail,2020-09-25 12:47:12,restroom/provide self closing door
100350,590.006/6-202.15-C,Outer Openings  Protected (C),2019-11-15 11:42:14,Fail,,HE_Fail,2019-11-15 11:42:14,Side door with daylight emitting around perameters. Seal with pest proof materials.
100351,590.006/6-202.16-C,Exterior Walls and Roofs  Protective Barrier (C),2019-08-14 13:10:37,Fail,,HE_Fail,2019-08-14 13:10:37,Door at the rear with gaps  and screen does not cover all door area.  Provide proper closing doors/screens  close all the gaps.
100352,590.006/6-202.17-C,Outdoor Food Vending Areas. Overhead Protection (C),2020-01-22 11:08:59,Fail,,HE_Fail,2020-01-22 11:08:59,Build up of dust on fan in walkin refrigeration unit. Clean
100353,590.006/6-202.18-C,Outdoor Servicing Areas  Overhead Protection (C),2020-06-24 11:55:08,Fail,,HE_Fail,2020-06-24 11:55:08,Twomof the six outdoor picnic tables do not have an umbrella / overhead protection  address as discussed
100354,590.006/6-202.19-C,Outdoor Walking and Driving Surfaces  Graded to Drain (C),2021-07-30 08:17:57,Fail,,HE_Fail,2021-07-30 08:17:57,Standing water in outdoor storage area. Grade to drain.
100355,590.006/6-301.11-PF,Handwashing Cleanser  Availability (Pf),2019-10-24 18:12:04,Fail,,HE_Fail,2019-10-24 18:12:04,Provide soap for bar handwash sink.
100356,590.006/6-301.12-PF,Hand Drying Provision (Pf),2020-03-18 11:55:06,Fail,,HE_Fail,2020-03-18 11:55:06,rear restroom/provide paper towels and toilet paper in dispenser
100357,590.006/6-301.13-C,Handwashing Aids and Devices  Use Restrictions (C),2021-09-22 15:47:31,Fail,,HE_Fail,2021-09-22 15:47:31,Keep all hand sinks clean and clutter free throughout the facility so staff can wash hands properly
100358,590.006/6-301.14-C,Handwashing Signage  (C),2020-03-18 11:55:06,Fail,,HE_Fail,2020-03-18 11:55:06,provide proper handwash signage that is understood by both languages
100359,590.006/6-302.11-PF,Toilet Tissue  Availability (Pf),2021-10-21 11:50:55,Fail,,HE_Fail,2021-10-21 11:50:55,Observed no toilet tissue in restrooms. Discussed with PIC to maintain toilet tissue in restrooms at all times. PIC corrected on site
100360,590.006/6-303.11-C,Intensity-Lighting (C),2021-12-01 12:06:31,Fail,,HE_Fail,2021-12-01 12:06:31,Light bulbs on hood of stove in kitchen are burned out. Replace.
100361,590.006/6-304.11-C,Mechanical-Ventilation (C),2021-09-29 17:07:12,Fail,,HE_Fail,2021-09-29 17:07:12,Water dripping slightly from the unit duct going across the ceiling behind the cooking line- address
100362,590.006/6-305.11-C,Designation-Dressing Areas and Lockers (C),2021-09-29 17:07:12,Fail,,HE_Fail,2021-09-29 17:07:12,Ensure all personal clothing   shoes  uniforms  backpacks are being stored in the designated locker room areas and not scattered throughout the entire basement
100363,590.006/6-402.11-C,Conveniently Located (C),2021-10-04 15:36:18,Fail,,HE_Fail,2021-10-04 15:36:18,Restroom was stocked with soap and paper towels. No handwashing signage. Please provide.
100364,590.006/6-403.11-C,Designated Areas-Employee Accommodations for eating / drinking/smoking (C),2019-10-28 14:05:21,Fail,,HE_Fail,2019-10-28 14:05:21,Employees are eating in the kitchen.  Provide an area for employees to eat to prevent contamination in the kitchen.
100365,590.006/6-404.11-PF,Segregation and Location-Distressed Merchandise (Pf),2022-01-28 10:52:14,Pass,2022-01-28 11:17:58,HE_FailExt,2022-01-28 10:52:14,Discard all contaminated food items at the cook line open top reach ins upright refrigeration units reach in freezers. Manager instructed to contact ISD office to discuss possible condemnation of all items before discarding.
100366,590.006/6-501.11-C,Repairing-Premises  Structures  Attachments  and Fixtures-Methods (C),2020-09-25 12:47:12,Fail,,HE_Fail,2020-09-25 12:47:12,provide door sweep to rear door to trash
100367,590.006/6-501.110-C,Using Dressing Rooms and Lockers (C),2020-10-09 13:25:02,Fail,,HE_Filed,2020-10-09 13:25:02,Utilize the designated location for all personal belongings instead of discarding bags and clothing underneath food prep table in the kitchen
100368,590.006/6-501.111-C,Controlling Pests (C),2020-11-04 20:17:27,Fail,,HE_Fail,2020-11-04 20:17:27,remove all rodent traps from kitchen shelving
100369,590.006/6-501.111-PF,Controlling Pests (Pf),2021-10-08 10:54:55,Fail,,HE_Fail,2021-10-08 10:54:55,There have been some rodent sightings in the dining room  they have the exterminator coming in every week and they are trying to control the pests.  Do all the work the exterminator is recommending  including patching any holes in the benches and cleanin
100370,590.006/6-501.112-C,Removing Dead or Trapped Birds  Insects  Rodents and other Pest (C),2019-12-17 12:03:20,Fail,,HE_Fail,2019-12-17 12:03:20,Observed traps with dead cocroaches on them . Ensure the they are removed with proper frequency. Provide a copy of latest IPM report from a licensed  exterminator.
100371,590.006/6-501.113-C,Storing Maintenance Tools (C),2020-07-01 15:20:11,Fail,,HE_Fail,2020-07-01 15:20:11,Remove the soiled  power washer stored underneath a food storage shelving unit and store as discussed
100372,590.006/6-501.114-C,Maintaining Premises  Unnecessary Items and Litter (C),2020-03-18 11:55:06,Fail,,HE_Fail,2020-03-18 11:55:06,clean outside grounds provide covered grease barrel container rear door/provide door sweep on rear door to remove daylight
100373,590.006/6-501.115-PF,Prohibiting Animals (Pf),2020-09-10 12:48:33,Fail,,HE_Fail,2020-09-10 12:48:33,observed customers bring animals into establishment and at outdoor seating area/animals are not allowed at dining areas or resaturant areas
100374,590.006/6-501.12-C,Cleaning  Frequency and Restrictions (C),2020-08-10 11:43:56,Fail,,HE_Filed,2020-08-10 11:43:56,Wooden shelves in basement with visible soils and paint worn / Clean and repaint.
100375,590.006/6-501.13-C,Cleaning Floors  Dustless Methods (C),2021-02-22 15:16:40,Fail,,HE_Fail,2021-02-22 15:16:40,Soils and food debris on floor thoughtout establishment .  Swipe and wash to remove all soils.
100376,590.006/6-501.14-C,Cleaning Ventilation Systems  Nuisance and Discharge Prohibition (C),2021-10-21 11:50:55,Fail,,HE_Fail,2021-10-21 11:50:55,Observed hood sticker expired September 2021. Discussed with PIC to contact hood cleaning company to schedule and contact the Health department to submit email confirmation
100377,590.006/6-501.15-PF,Cleaning Maintenance Tools  Preventing Contamination (Pf),2021-05-25 12:22:46,Fail,,HE_Fail,2021-05-25 12:22:46,PIC stated that unused prep sink is used for disposal of mop water. Discontinue using prep sink in warewashing area for disposal of mop water. Use mop sink in back closet.
100378,590.006/6-501.16-C,Drying Mops (C),2021-12-01 13:19:08,Fail,,HE_Fail,2021-12-01 13:19:08,Wet mops in mop closet. Hang mops to dry so as to avoid attracting pests.
100379,590.006/6-501.17-C,Absorbent Materials on Floors  Use Limitation (C),2021-06-15 15:05:07,Fail,,HE_Fail,2021-06-15 15:05:07,Remove grease absorbed cardboard from the floor.
100380,590.006/6-501.18-C,Cleaning of Plumbing Fixtures (C),2020-11-06 12:54:25,Fail,,HE_Fail,2020-11-06 12:54:25,Clean inside the pryolators from visible grease and grime
100381,590.006/6-501.19-C,Closing Toilet Room Doors (C),2020-01-16 12:31:58,Fail,,HE_Filed,2020-01-16 12:31:58,Restroom door is not self closing - address as discussed during inspection
100382,590.007/7-101.11-PF,Identifying Information  Prominence-Original Containers (Pf),2019-10-29 12:35:10,Fail,,HE_Fail,2019-10-29 12:35:10,Provide labels on all chmical spray bottles.
100383,590.007/7-102.11-PF,Common Name-Working Containers (Pf),2021-12-01 12:06:31,Fail,,HE_Fail,2021-12-01 12:06:31,Chemicals were observed in spray bottles with no label  unable to identify. Provide.
